taxa_name	pectoral_fin	pelvic_fin	
Chaca_chaca	1	1	
Corydoras_robineae	?	1	
Xenurobrycon_heterodon	?	1	
Gephyroglanis_congicus	1	1	
Gogo_brevibarbis	1	1	
Wallago_attu	?	1	
Roeboides_sp._B_(Lucena_and_Menezes_1998)	1	?	
Hara_hara	1	1	
Engraulis_sp._(Arratia_1999)	1	1	
Nemacheilus_insignis	1	1	
Liposarcus_sp._(Friel_1994)	1	?	
Pseudobagrus_longirostris	1	1	
Saurida_brasiliensis	1	1	
Ictalurus_balsanus	1	1	
Vitiaziella_cubiceps	1	0	
Lefua_costata	1	1	
Omosudis_lowii	1	1	
Sturisoma_sp._(Friel_1994)	1	?	
Pardiglanis_tarabinii	1	1	
Remorina_albescens	1	1	
Oreoglanis_siamensis	1	1	
Notoglanidium_pallidum	1	1	
Thymallus_thymallus	1	1	
Pimelodus_pictus	1	1	
Cynopotamus_tocantinensis	1	?	
Synodontis_granulosa	1	1	
Silonia_silondia	1	1	
Allocyttus_niger	1	1	
Oryzias_javanicus	1	1	
Anaethalion_sp._(Arratia_1999)	1	1	
Heterobranchus_bidorsalis	1	1	
Thrissops_cf._T._formosus_(Arratia_1999)	1	1	
Chrysichthys_wagenaari	1	1	
Doumea_thysi	?	1	
Synodontis_clarias	1	1	
Chrysichthys_punctatus	1	1	
Hemisorubim_platyrhynchos	1	1	
Charax_stenopterus	1	?	
Naso_unicornis	1	1	
Echeneis_neucratoides	1	1	
Pseudotrichonotus_altivelis	1	1	
Xyliphius_lepturus	1	?	
Paramphilius_firestonei	?	1	
Pseudotriacanthus_strigilifer	1	1	
Chrysichthys_persimilis	1	1	
Chaenocephalus_aceratus	1	1	
Gelanoglanis_stroudi	1	1	
Trachelyopterus_galeatus	1	1	
Pachythrissops_vectensis	1	1	
Hemibagrus_wyckioides	1	1	
Parasudis_truculenta	1	1	
Silurichthys_phaiosoma	1	1	
Oxyropsis_sp._(de_Pinna_1993)	?	1	
Benthalbella_dentata	1	1	
Helogenes_marmoratus	1	1	
Hydrolycus_scomberoides	1	1	
Oncorhynchus_mykiss	1	1	
Aetapcus	1	0	
Ascalabos_voithii	1	1	
Pseudobagrus_tenuifurcatus	1	1	
Parakysis_verrucosus	1	1	
Corydoras_garbei	1	?	
Orthogonikleithrus_hoelli	1	1	
Hara_jerdoni	1	1	
Zaireichthys_rotundiceps	1	1	
Gambusia_vittata	?	1	
Alepisaurus	1	1	
Parauchenoglanis_ngamensis	1	1	
Aplocheilidae	1	?	
Mystus_bocourti	1	1	
Chrysichthys_grandis	1	1	
Parauchenoglanis_longiceps	1	1	
Retropinnidae	1	?	
Austroglanis_barnardi	1	1	
Sciades_proops	1	1	
Chlorophthalmus_agassizi	1	1	
Glyptothorax_trilineatus	1	1	
Parailia_pellucida	1	1	
Glyptothorax_fokiensis	1	1	
Oryzias_carnaticus	1	1	
Brochis_multiradiatus	1	1	
Pimelodella_australis	1	1	
Hoplomyzon_atrizona	1	?	
Microglanis_poecilus	1	1	
Xyliphius_kryptos	1	?	
Orthrias_tigris	1	1	
Oryzias_mekongensis	1	1	
Chrysichthys_platycephalus	1	1	
Triportheus_guentheri	1	?	
Chrysichthys_longipinnis	1	1	
Mystus_pelusius	1	1	
Erethistes_pusillus	1	1	
Chasmocranus_lopezi	1	1	
Amphilius_brevis	1	1	
Ictalurus_sp._(Fink_and_Fink_1981)	1	1	
Belonoglanis_tenuis	1	1	
Hemibagrus_punctatus	1	1	
Ailia_coila	1	1	
Cyttus_australis	1	1	
Pimelodella_sp._B_(Bockmann_1998)	1	1	
Zaireichthys_zonatus	?	1	
Cetopsidium_morenoi	1	1	
Sawbwa_resplendens	1	?	
Pollachius_virens	?	1	
Prietella_phreatophila	1	1	
Bagarius_bagarius	1	1	
Phreatobius_cisternarum	1	1	
Lycoptera_davidi_cf._L._tokunagai_(Arratia_1999)	?	1	
Genus_7_sp._(Bockmann_1998)	1	1	
Speoplatyrhinus_poulsoni	1	0	
Trachyglanis_minutus	1	1	
Harpadon_nehereus	1	1	
Astroblepus_grixalvii	1	1	
Atopochilus_savorgnani	1	1	
Oryzias_nigrimas	1	1	
Pseudobagrus_pratti	1	1	
Hypostomus_sp._(de_Pinna_1993)	?	1	
Mystus_keletius	1	1	
Ompok_bimaculatus	1	1	
Chrysichthys_ornatus	1	1	
Chirocentrodon_bleekerianus	?	1	
Clarias_anguillaris	?	1	
Porochilus_argenteus	?	1	
Varasichthys_ariasi	1	1	
Pseudobagrus_microps	1	1	
Amphilius_atesuensis	1	1	
Noturus_flavus	1	1	
Synodontis_schall	1	1	
Noturus_stigmosus	1	1	
Amaralia_hypsiura	1	1	
Malapterurus_microstoma	1	1	
Polymixia_lowei	1	1	
Triacanthidae	1	1	
Neoarius_pectoralis	1	1	
Parahollardia_lineata	1	1	
Cobitis_taenia	1	1	
Anaspidoglanis_macrostomus	1	1	
Charax_pauciradiatus	1	1	
Trogloglanis_pattersoni	1	1	
Boulengerella_cuvieri	1	1	
Bunocephalus_aleuropsis	1	?	
Diplomystes_chilensis	1	1	
Gagata_sp._(de_Pinna_1993)	?	1	
Amblydoras_sp._(Friel_1994)	1	?	
Roestes_ogilviei	1	1	
Alepisaurus_brevirostris	1	1	
Ageneiosus_inermis	1	1	
Paralepis_coregonoides	1	1	
cf._Arius_macrorhynchus_(Kailola_2004)	1	1	
Parailia_spiniserrata	?	1	
Ernstichthys_anduzei	1	?	
Chrysichthys_johnelsi	1	1	
Tatia_sp._(de_Pinna_1993)	?	1	
Laides_hexanema	1	1	
Megalonema_xanthum	?	1	
Cetopsis_motatanensis	1	1	
Neopagetopsis_ionah	1	1	
Lepidogalaxiidae	1	?	
Bunocephalus	1	1	
Synodontis_depauwi	?	1	
Bathysauropsis_malayanus	1	1	
Microsynodontis_batesii	1	1	
Sciades_dowii	1	1	
Aphredoderus_sayanus	?	1	
Hoplomyzon_papillatus	1	?	
Hoplias_malabaricus	1	1	
Amphilius_platychir	?	1	
Chiloglanis_batesii	1	1	
Metavelifer	1	1	
Neoarius_taylori	1	1	
Leiocassis_sp._(Mo_1991)	1	1	
Malapterurus_monsembeensis	1	1	
Diplomystes_camposensis	1	1	
Scopaeocharax_rhinodus	?	1	
Clarias_teijsmanni	?	1	
Culaea_inconstans	1	1	
Cephalocassis_borneensis	1	1	
Neoarius_coatesi	1	1	
Chiloglanis_congicus	1	1	
Charitosomous_lineolatus	1	1	
Pseudauchenipterus_nodosus	1	1	
Xenurobrycon_polyancistrus	?	1	
Hoplomyzon_sp._(Friel_1994)	1	?	
Synodontis_acanthomias	1	1	
Auchenoglanis_occidentalis	1	1	
Synodontis_haugi	1	1	
Pseudeutropius_mitchelli	1	1	
Cynodon_gibbus	1	1	
Aracanidae	1	1	
Phtheirichthys_lineatus	1	1	
Rita_rita	1	1	
Neotropius_khavalchor	1	1	
Vandellia_sp._(Fink_and_Fink_1981)	1	1	
Nothobranchiidae	1	?	
Ictalurus_punctatus	1	1	
Macrurocyttus_acanthopodus	1	1	
Pseudeutropius_brachypopterus	1	1	
Malapterurus_beninensis	1	1	
Brachyrhamdia_heteropleura	1	1	
Acestrorhynchus_nasutus	1	1	
Hoplomyzon_n._sp._(Friel_1994)	1	?	
Exostoma_labiatum	1	1	
Phractura_scaphyrhynchura	?	1	
Odontostomops_normalops	1	1	
Oreoglanis_delacouri	1	1	
Mystus_armatus	1	1	
Oryzias_marmoratus	1	1	
Chiloglanis_macropterus	1	1	
Kneria_auriculata	?	1	
Pagetopsis_macropterus	1	1	
Spinachia_spinachia	1	1	
Hemigrammopetersius_barnardi	1	1	
Phractura_sp._(Vigliotta_2008)	1	1	
Bathysauropsis_gracilis	1	1	
Iksookimia_koreensis	1	1	
Amaralia_n._sp._(Friel_1994)	1	?	
Cobitis_takatsuensis	1	1	
Oryzias_dancena	1	1	
Phractura_clauseni	?	1	
Tetracamphilius_notatus	1	1	
Pseudomystus_fuscus	?	1	
Cryodraco_atkinsoni	?	1	
Potamarius_nelsoni	?	1	
Pterobunocephalus_dolichurus	1	?	
Lestidium_atlanticum	1	1	
Euchilichthys_sp._B_(Vigliotta_2008)	1	1	
Pangasius_pangasius	1	1	
Parachiloglanis_hodgarti	1	?	
Austroglanis_sclateri	1	1	
Brustiarius_solidus	1	1	
Saurida_undosquamis	1	1	
Hiodon_tergisus	1	1	
Zeugopterus_punctatus	1	1	
Tharsis_dubius	1	1	
Schilbe_congensis	1	1	
Corydoras_bondi	1	1	
Exostoma_sp._(de_Pinna_1993)	?	1	
Cochlefelis_insidiator	1	1	
Porochilus_obbesi	?	1	
Anaethalion_cf._A._subovatus_(Arratia_1999)	1	1	
Oryzias_curvinotus	1	1	
Pseudobagrus_aurantiacus	1	1	
Nemapteryx_armiger	1	1	
Myctophum_obtusirostre	1	1	
Lycoptera_cf._L._sinensis_(Arratia_1999)	?	1	
Oryzias_pectoralis	1	1	
Nanobagrus_armatus	?	1	
Pseudobagrus_truncatus	1	1	
Coryphaena_hippurus	1	1	
Pseudopimelodus_schultzi	1	?	
Breitensteinia_insignis	1	1	
Lestrolepis_intermedia	1	1	
Imparfinis_sp._B_(Bockmann_1998)	1	1	
Microsynodontis_sp._(Vigliotta_2008)	1	1	
Imparfinis_sp._(de_Pinna_1993)	?	1	
Pterocryptis_cochinchinensis	?	1	
Strongylura_marina	?	1	
Clarias_nieuhofii	?	1	
Kryptopterus_bicirrhis	?	1	
Chiloglanis_deckenii	?	1	
Wallago_sp._(Mo_1991)	1	1	
Akysis_sp._(de_Pinna_1993)	?	1	
Pseudobunocephalus_iheringii	1	?	
Chrysichthys_brevibarbis	1	1	
Chaetostoma_anomalum	1	1	
Neoplecostomus_sp._(de_Pinna_1993)	?	1	
Parazen_pacificus	1	1	
Leiocassis_doriae	1	1	
Engraulis_encrasicolus	1	1	
Myoglanis_sp._(Bockmann_1998)	1	1	
Pareutropius_debauwi	1	1	
Pachythrissops_propterus	1	1	
Nematistius_pectoralis	1	1	
Kneria_wittei	1	1	
Cetopsorhamdia_sp._n._C_(Bockmann_1998)	1	1	
Profundulidae	1	?	
Corydoras_sp._(de_Pinna_1993)	?	1	
Silurus_asotus	1	1	
Euchilichthys_royauxi	1	1	
Pseudobunocephalus_sp._(Friel_1994)	1	?	
Bagrichthys_macropterus	1	1	
Chrysichthys_walkeri	1	1	
Ameiurus_catus	1	1	
Adrianichthys_kruyti	1	1	
Pangio_kuhlii	1	1	
Brachyrhamdia_meesi	1	1	
Gladioglanis_machadoi	1	1	
Potamarius_grandoculis	?	1	
Astroblepus_festae_sp._2_(Mo_1991)	1	1	
Rhinodoras_sp._(Vigliotta_2008)	1	1	
Cephalocassis_melanochir	1	1	
Scopelarchus_analis	1	1	
Lophiobagrus_aquilus	1	1	
Synodontis_nigrita	1	1	
Allothrissops_sp._(Arratia_1999)	1	1	
Pseudobunocephalus_bifidus	1	?	
Synodontis_contracta	1	1	
Zaireichthys_rhodesiensis	1	1	
Misgurnus_anguillicaudatus	1	1	
Triacanthodidae	1	1	
Sturisoma_lyra	1	1	
Porochilus_meraukensis	?	1	
Sudis_atrox	1	1	
Pinirampus_pirinampu	1	1	
Atherinomorus_stipes	?	1	
Trichomycterus_taenia	1	1	
Formosania_lacustre	1	1	
Melamphaes_suborbitalis	1	1	
Schilbe_intermedius	1	1	
Xenocharax_spilurus	1	1	
Neoarius_utarus	1	1	
Triplophysa_stoliczkai	1	1	
Austroglanis_sp._(de_Pinna_1993)	?	1	
Platysilurus_mucosus	?	1	
Arius_manillensis	1	1	
Triportheus_albus	1	1	
Luisichthys_vinalesensis	1	1	
Cephalosilurus_apurensis	1	1	
Chrysichthys_sp._1_(de_Pinna_1993)	?	1	
Leptodoras_sp._(Friel_1994)	1	?	
Osmeridae	1	?	
Zeugopterus_regius	1	?	
Hypoptopoma_joberti	1	1	
Goeldiella_eques	1	1	
Auchenipterus_dentatus	1	1	
Pachythrissops_sp._(Arratia_1999)	1	1	
Arius_maculatus	?	1	
Parazen	?	1	
Tandanus_tandanus	1	1	
Oryzias_sinensis	1	1	
Velifer	?	1	
Schistura_breviceps	1	1	
Neoarius_velutinus	1	1	
Elassoma_zonatum	?	1	
Pterodoras_sp._(Kailola_2004)	1	1	
Sperata_aor	1	1	
Hiodon_alosoides	1	1	
Bunocephalus_sp._(Mo_1991)	1	1	
Synodontis_pleurops	1	1	
Plectrypops_lima	1	1	
Crossoloricaria_sp._(Armbruster_2004)	1	1	
Zeus_faber	1	1	
Mochokiella_paynei	1	1	
Teleostei	1	1	
Acestrorhynchus_falcatus	1	1	
Lebiasina_provenzanoi	1	?	
Pangio_anguillaris	1	1	
Gilbertolus_maracaiboensis	1	?	
Trichomycterus_rivulatus	1	1	
Rita_chrysea	1	1	
Cynopotamus_argenteus	1	1	
Tricuspidalestes_caeruleus	1	1	
Bunocephalus_verrucosus	1	?	
Phractura_ansorgii	1	1	
Bunocephalus_cf._knerii_(Friel_1994)	1	?	
Bagre_bagre	1	1	
Trachyglanis_sp._(de_Pinna_1993)	?	1	
Oryzias_nebulosus	1	1	
Remora_remora	1	1	
Aulopus_filamentosus	1	1	
Synodus_scituliceps	1	1	
Orinocodoras_eigenmanni	1	?	
Hemibagrus_macropterus	1	1	
Amphilius_cryptobullatus	1	1	
Glyptothorax_laosensis	1	?	
Hyalobagrus_ornatus	1	1	
Bagrus_ubangensis	1	1	
Leiocassis_saravacensis	1	1	
Leiocassis_micropogon	1	1	
Bunocephalus_n._sp._5_(Friel_1994)	1	?	
Oryzias_bonneorum	1	1	
Mystus_malabaricus	1	1	
Ageneiosus_ucayalensis	1	1	
Elops_hawaiensis	1	1	
Neosilurus_sp._1_(de_Pinna_1993)	?	1	
Aspistor_hardenbergi	1	1	
Pimelodella_altipinnis	?	1	
Neosilurus_equinus	?	1	
Lepomis_marginatus	?	1	
Hydrolycus_wallacei	1	1	
Adrianichthys_poptae	1	1	
Merluccius_bilinearis	?	1	
Chionodraco_hamatus	1	1	
Scopaeocharax_atopodus	?	1	
Rhamdiopsis_moreirai	1	1	
Doumea_chappuisi	?	1	
Chaenodraco_wilsoni	1	1	
Arius_arius	1	1	
Remora_australis	1	1	
Hemibagrus_sabanus	1	1	
Pseudobagarius_pseudobagarius	1	1	
Neoscopelus	?	1	
Synodontis_longirostris	1	1	
Pseudomystus_siamensis	1	1	
Synodontis_rebeli	1	1	
Tatia_galaxias	1	1	
Parauchenoglanis_monkei	1	1	
Adrianichthys_oophorus	1	1	
Arius_madagascariensis	?	1	
Domeykos_profetaesis	1	1	
Chionobathyscus_dewitti	1	1	
Amblyceps_laticeps	1	?	
Corydoras_osteocarus	1	1	
Acrochordonichthys_sp._(de_Pinna_1993)	?	1	
Heterobranchus_isopterus	?	1	
Chrysichthys_maurus	1	1	
Triportheus_nematurus	1	?	
Clarias_sp._(Fink_and_Fink_1981)	1	1	
Oryzias_hubbsi	1	1	
Decapogon_sp._(Schaefer_1987)	1	?	
Glyptothorax_platypogon	1	1	
Misgurnus_fossilis	1	1	
Bunocephalus_coracoideus	1	1	
Bagrichthys_hypselopterus	1	1	
Engraulis_ringens	1	1	
Nemacheilus_savona	1	1	
Pseudomystus_inornatus	1	1	
Bathypterois_viridensis	1	1	
Genus_12_sp._(Bockmann_1998)	1	1	
Melichthys_niger	?	1	
Pangasius_sp._(de_Pinna_1993)	?	1	
Bagrus_bajad	1	1	
Clariallabes_petricola	?	1	
Petrotyx_sanguineus	?	1	
Silurus_soldatovi	1	?	
Oryzias_matanensis	1	1	
Notoscopelus_resplendens	1	1	
Oryzias_sarasinorum	1	1	
Pseudobunocephalus_rugosus	1	?	
Clarias_meladerma	?	1	
Scopeloberyx_robustus	?	1	
Pseudolabrus_crassilabris	1	1	
Echeneis_naucrates	1	1	
Bathypterois_pectinatus	1	1	
Zaireichthys_sp._A_(Vigliotta_2008)	1	1	
Oryzias_latipes	1	1	
Bathytyphlops_marionae	1	1	
Mystus_leucophasis	1	1	
Sargocentron_punctatissimum	1	1	
Protoclupea_atacamensis	1	1	
Megalodoras_uranoscopus	1	1	
Lepidorhombus_boscii	1	1	
Hypophthalmus_longifilis	1	1	
Clarotes_laticeps	1	1	
Cochlefelis_danielsi	1	1	
Conta_conta	1	1	
Chalceus_erythrurus	1	1	
Microglanis_sp._(de_Pinna_1993)	?	1	
Parauchenoglanis_ahli	1	1	
Notoglanidium_thomasi	1	1	
Phyllonemus_filinemus	1	1	
Amarginops_platus	1	1	
Oryzias_minutillus	1	1	
Corydoras_septentrionalis	1	1	
Acentronichthys_sp._n._B_(Bockmann_1998)	1	1	
Pseudomystus_stenomus	1	1	
Crossoloricaria_venezuelae	1	1	
Pelteobagrus_eupogon	1	1	
Liobagrus_formosanus	1	?	
Pseudomystus_breviceps	1	1	
Lestidiops_affinis	1	1	
Parauchenoglanis_loennbergi	1	1	
Pseudolaguvia_tuberculata	1	1	
Astroblepus_festae	1	1	
Scoloplacidae	1	1	
Sisor_rabdophorus	1	1	
Plotosus_anguillaris	1	1	
Bunocephalus_sp._(Friel_1994)	1	?	
Chrysichthys_sp._2_(de_Pinna_1993)	?	1	
Cetopsis_plumbea	1	1	
Synodontis_flavitaeniata	?	1	
Phreatobius_sp._1_(de_Pinna_1993)	?	1	
Arius_arenarius	1	1	
Roestes_sp._(Lucena_and_Menezes_1998)	1	?	
Lepidorhombus_whiffiagonis	?	1	
Astroblepus_festae_sp._1_(Mo_1991)	1	1	
Gogangra_viridescens	1	1	
Ernstichthys_intonsus	1	?	
Chandramara_chandramara	1	1	
Tandanus_bostocki	?	1	
Proeutropiichthys_taakree	1	1	
Neosilurus_brevidorsalis	?	1	
Corydoras_paleatus	1	?	
Rhabdalestes_rhodesiensis	1	1	
Panaque_sp._(Friel_1994)	1	?	
Pseudeutropius_atherinoides	1	1	
Sargocentron_vexillarium	?	1	
Leiocassis_poecilopterus	1	1	
Encheloclarias_tapeinopterus	?	1	
Anaethalion_knorri	1	1	
Olyra_kempi	1	1	
Pseudobagrus_brevianalis	1	1	
Oryzias_profundicola	1	1	
Exostoma_sp._(de_Pinna_1996)	1	?	
Astyanax	1	?	
Megalonema_sp._(de_Pinna_1993)	?	1	
Synodontis_unicolor	1	1	
Hexanematichthys_sagor	1	1	
Acrochordonichthys_rugosus	1	1	
Genidens_genidens	1	1	
Hydrocynus_cf._brevis_(Zanata_and_Vari_2005)	1	1	
Porochilus_rendahli	?	1	
Mochokus_niloticus	1	1	
Brustiarius_nox	1	1	
Brachyplatystoma_vaillantii	?	1	
Remora_brachyptera	1	1	
Orthrias_panthera	1	1	
Silurus_meridionalis	1	?	
Neosilurus_ater	?	1	
Anodontiglanis_dahli	?	1	
Platystomatichthys_sturio	1	1	
Ictalurus_sp._(Mo_1991)	1	1	
Euchiloglanis_davidi	1	1	
Ailiichthys_punctata	1	1	
Thrissops_cephalus	1	1	
Scophthalmus_rhombus	?	1	
Pangasianodon_gigas	1	1	
Agamyxis_albomaculatus	1	1	
Hemibagrus_planiceps	1	1	
Hemibagrus_guttatus	1	1	
Oryzias_haugiangensis	1	1	
Scophthalmus_aquosus	1	1	
Pangasius_nasutus	?	1	
Coryphaena_equiselis	1	1	
Barbatula_barbatula	1	1	
Satan_eurystomus	1	1	
Cathorops_liropus	?	1	
Xyliphius_cf._lepturus_(Friel_1994)	1	?	
Hygophum_macrochir	?	1	
Acestrorhynchus_microlepis	1	1	
Clariallabes_longicauda	?	1	
Rhamdia_laticauda	1	1	
Leptorhamdia_sp._(Bockmann_1998)	1	1	
Cetopsidae_sp._(de_Pinna_1993)	?	1	
Sciades_guatemalensis	?	1	
Phractura_sp._(de_Pinna_1993)	?	1	
Pagetopsis_maculatus	1	1	
Cochlefelis_spatula	1	1	
Notacanthus_bonaparte	?	1	
Oreosoma_atlanticum	1	1	
Champsocephalus_gunnari	1	1	
Paraplotosus_albilabris	?	1	
Mystus_gulio	1	1	
Netuma_thalassina	1	1	
Boraras_micros	1	?	
Synodontis_gambiensis	1	1	
Phractura_tenuicauda	?	1	
Pseudobunocephalus_amazonicus	1	?	
Phenacorhamdia_sp._C_(Bockmann_1998)	1	1	
Euristhmus_lepturus	?	1	
Pimelodella_sp._A_(Bockmann_1998)	1	1	
Bunocephalus_colombianus	1	?	
Bagrichthys_micranodus	1	1	
Austroglanis_gilli	1	1	
Cryodraco_antarcticus	1	1	
Roeboides_myersii	1	?	
Hoplomyzon_cf._papillatus_(Friel_1994)	1	?	
Glyptothorax_sp._(Friel_1994)	1	?	
Hemibagrus_peguensis	1	1	
Thrissops_cf._T._subovatus_(Arratia_1999)	1	1	
Platyallabes_tihoni	?	1	
Acestrorhynchus_lacustris	1	1	
Dacodraco_hunteri	1	1	
Leptolepis_coryphaenoides	1	1	
Bunocephalus_amaurus	1	?	
Bunocephalus_knerii	1	?	
Netuma_proxima	1	1	
Propimelodus_sp._(Mo_1991)	1	1	
Hoplocharax	1	?	
Doras_carinatus	1	1	
Genidens_planifrons	1	1	
Acestrorhynchus_heterolepis	1	1	
Chiloglanis_sp._D_(Vigliotta_(2008)	1	1	
Paramphilius_trichomycteroides	?	1	
Bunocephalus_n._sp._2_(Friel_1994)	1	?	
Bunocephalus_n._sp._1_(Friel_1994)	1	?	
Synodontis_angelica	1	1	
Erethistoides_montana	1	1	
Champsocephalus_esox	?	1	
Bunocephalus_n._sp._4_(Friel_1994)	1	?	
Cyttus_novaezealandiae	1	1	
Epapterus_blohmi	1	1	
Pimelodella_sp._n._(Bockmann_1998)	1	1	
Acestrorhynchus_falcirostris	1	1	
Leiarius_pictus	?	1	
Horaglanis_krishnai	?	1	
Pseudobunocephalus_lundbergi	1	?	
Bunocephalus_larai	1	?	
Parauchenoglanis_punctatus	1	1	
Charax_gibbosus	1	?	
Fundulidae	1	?	
Parapimelodus_valenciennis	?	1	
Denticetopsis_praecox	1	1	
Percopsis_omiscomaycus	?	1	
Pseudoplatystoma_fasciatum	?	1	
Bagrichthys_sp._2_(de_Pinna_1993)	?	1	
Hemibagrus_baramensis	1	1	
Ernstichthys_megistus	1	?	
Acanthicus_hystrix	1	1	
Anadoras_grypus	1	1	
Pseudocyttus_maculatus	1	1	
Coreobagrus_brevicorpus	1	1	
Pseudobagrus_emarginatus	1	1	
Pseudobagrus_taphraphilus	1	1	
Amarginops_hildae	1	1	
Clupeocharax_schoutedeni	1	1	
Oryzias_timorensis	1	1	
Liobagrus_mediadiposalis	1	?	
Chalceus_macrolepidotus	1	1	
Hydrolycus_tatauaia	1	1	
Amphilius_rheophilus	?	1	
Clupisoma_prateri	?	1	
Leiocassis_similis	1	1	
Bunocephalus_n._sp._3_(Friel_1994)	1	?	
Ompok_leiacanthus	1	1	
Pungitius_pungitius	1	1	
Trachelyopterus_coriaceus	1	1	
Plotosus_lineatus	?	1	
Leptoglanis_sp._(de_Pinna_1993)	?	1	
Halecomorphi	1	1	
Alepisaurus_ferox	1	1	
Synodus_synodus	1	1	
Xyliphius_cf._melanopterus_(Friel_1994)	1	?	
Ketengus_typus	1	1	
Cathorops_hypophthalmus	1	1	
Olivaichthys_viedmensis	1	?	
Pseudobunocephalus_cf._bifidus_(Friel_1994)	1	?	
Mystus_cavasius	1	1	
Cetopsis_candiru	1	1	
Tatia_creutzbergi	1	1	
Loricaria_sp._(Friel_1994)	1	?	
Hoplostethus_mediterraneus	1	1	
Zacco_platypus	1	1	
Acanthocharax_microlepis	1	?	
Pylodictis_olivaris	1	1	
Neoarius_latirostris	?	1	
Aspredinichthys_filamentosus	1	?	
Magnisudis_atlantica	1	1	
Plectocretacicus_clarae	1	1	
Clarias_ngamensis	?	1	
Xenurobrycon_macropus	?	1	
Paracetopsis_bleekeri	1	1	
Ameiurus_natalis	1	1	
Erethistes_sp._(de_Pinna_1993)	?	1	
Brachyglanis_magoi	?	1	
Bunocephalus_doriae	1	?	
Clariallabes_melas	?	1	
Amissidens_hainesi	1	1	
Hoplosternum_magdalenae	1	?	
Ameiurus_sp._(de_Pinna_1993)	?	1	
Astroblepus_sp._(Fink_and_Fink_1981)	1	1	
Clarias_laeviceps	?	1	
Percopsis	?	1	
Imparfinis_sp._A_(Bockmann_1998)	1	1	
Poeciliidae	1	?	
Xiurenbagrus_xiurenensis	1	?	
Pseudolaguvia_ribeiroi	1	1	
Sargocentron_tiere	?	1	
Pseudobagrus_medianalis	1	1	
Liobagrus_anguillicauda	1	1	
Polymixia	?	1	
Clarias_buettikoferi	?	1	
Synodontis_brichardi	?	1	
Paralichthyidae	1	?	
Siganus_luridus	1	1	
Hydrolycus_armatus	1	1	
Neosilurus_hyrtlii	?	1	
Brachyrhamdia_marthae	1	1	
Plicofollis_argyropleuron	1	1	
Brachyplatystoma_rousseauxii	?	1	
Noturus_gyrinus	?	1	
Bathybagrus_graueri	1	1	
Auchenipterus_sp._(cuyuni)_(Royero_1999)	1	1	
Chrysichthys_delhezi	1	1	
Nedystoma_novaeguineae	1	1	
Oryzias_setnai	1	1	
Cryptarius_truncatus	1	1	
Imparfinis_sp._cf._minutus_(Bockman_1998)	1	1	
Phenacorhamdia_sp._D_(Bockmann_1998)	1	1	
Neoarius_graeffei	1	1	
Eutropiichthys_vacha	1	1	
Silurichthys_indragiriensis	?	1	
Rhamdella_longiuscula	1	1	
Eutropius_sp._(de_Pinna_1993)	?	1	
Tyttocharax_sp._B_(Weitzman_and_Fink_1985)	?	1	
Centromochlus_heckelii	1	1	
Plicofollis_polystaphylodon	1	1	
Hemiarius_dioctes	1	1	
Lophiosilurus_alexandri	1	?	
Pseudopimelodus_sp._(Friel_1994)	1	?	
Cnidoglanis_macrocephalus	?	1	
Cetopsorhamdia_sp._n._B_(Bockmann_1998)	1	1	
Clarias_theodorae	?	1	
Pterobunocephalus_sp._(Friel_1994)	1	?	
Ictalurus_meridionalis	?	1	
Cinetodus_carinatus	1	1	
Coreobagrus_ichikawai	1	1	
Hemiarius_stormii	1	1	
Platystacus_cotylephorus	1	?	
Batrochoglanis_raninus	1	1	
Leiarius_marmoratus	?	1	
Bothidae	1	1	
Stephanoberyx	?	1	
Mystus_elongatus	1	1	
Pterobunocephalus_depressus	1	?	
Pangasianodon_hypophthalmus	1	1	
Schilbe_grenfelli	?	1	
Iheringichthys_labrosus	1	1	
Brachyplatystoma_juruense	?	1	
Ancharius_fuscus	?	1	
Cathorops_melanopus	?	1	
Ameiurus_melas	1	1	
Denticetopsis_macilenta	1	1	
Batrachocephalus_mino	1	1	
Chasmocranus_sp._(de_Pinna_1993)	?	1	
Neoarius_midgleyi	1	1	
Genus_11_sp._(Bockmann_1998)	1	1	
Roeboides_sp._A_(Lucena_and_Menezes_1998)	1	?	
Gagata_cenia	1	?	
Auchenipterus_nuchalis	1	1	
Tyttocharax_sp._(Burns_et_al_1995)	?	1	
Glyptothorax_sinensis	1	1	
Leptoglanis_xenognathus	?	1	
Nemapteryx_augusta	1	1	
Ompok_sp._(de_Pinna_1993)	?	1	
Synodus_variegatus	1	1	
Ictalurus_furcatus	1	1	
Guiritinga_barbus	1	1	
Ompok_miostoma	1	1	
Bryconamericus_iheringii	1	?	
Pseudauchenipterus_jequitinhonhae	1	1	
Phreatobius_sp._2_(de_Pinna_1993)	?	1	
Loricariichthys_brunneus	1	1	
Pimelodella_macturki	?	1	
Cinetodus_conorhynchus	1	1	
Parailia_congica	?	1	
Bathydraconidae	1	1	
Chasmocranus_rosae	?	1	
Cretatriacanthus_guidottii	1	1	
Notropis_procne	1	1	
Trichomycterus_albinotatus	1	?	
Paracetopsis_esmeraldas	1	1	
Psettodes	1	1	
Danio_rerio	1	1	
Hypostomus_cochliodon	1	1	
Panaque_nigrolineatus	1	1	
Nemuroglanis_mariai	1	1	
Hypostomus_plecostomoides	1	1	
Trachelyopterus_fisheri	?	1	
Gephyrocharax_major	?	1	
